title,company,location,link,salary,job_type,time_posted,skills,category,scraped_date,source
Full Stack Developer SDE 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde-1-at-nxtwave-4275077321,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
NodeJS Developer,Impelsys,"Mangaluru, Karnataka, India",https://in.linkedin.com/jobs/view/nodejs-developer-at-impelsys-3627618740,Not specified,Not specified,Not specified,go,software_development,2025-08-20,LinkedIn
Full Stack Developer - 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-1-at-nxtwave-4255537329,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
SDE 1 - Full Stack Developer,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/sde-1-full-stack-developer-at-nxtwave-4261881407,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Full Stack Software Developer,Rolls-Royce,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/full-stack-software-developer-at-rolls-royce-4283906737,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer SDE 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde-1-at-nxtwave-4275086352,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
"Node JS, GraphQL Developer",Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/node-js-graphql-developer-at-infosys-4273265222,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Software Developer -1 ( Full Stack),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-developer-1-full-stack-at-nxtwave-4281551261,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Full Stack Engineer ( Developer) 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-engineer-developer-1-at-nxtwave-4273532890,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Node-JS Developer,Calpion Inc.,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/node-js-developer-at-calpion-inc-4039346729,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer,Persistent Systems,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/full-stack-developer-at-persistent-systems-4205909192,Not specified,Not specified,2 days ago,go,software_development,2025-08-20,LinkedIn
Junior Full Stack Developer,Llama,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-full-stack-developer-at-llama-3627606898,Not specified,Not specified,Not specified,go,software_development,2025-08-20,LinkedIn
Full Stack Software Developer,Rolls-Royce,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/full-stack-software-developer-at-rolls-royce-4283914156,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
"SDE-1 : Backend Developer (Node.js, TypeScript, Strapi)",Makunai Global,"Gautam Buddha Nagar, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/sde-1-backend-developer-node-js-typescript-strapi-at-makunai-global-4208056707,Not specified,Not specified,4 months ago,"typescript, node.js, go",software_development,2025-08-20,LinkedIn
Full Stack Developer 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-1-at-nxtwave-4259155624,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer (SDE-1),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde-1-at-nxtwave-4255966240,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Full-stack(Software Development Engineer 1),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-software-development-engineer-1-at-nxtwave-4256515907,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
SDE 1 - Full Stack Developer,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/sde-1-full-stack-developer-at-nxtwave-4261883284,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Frontend Developer – Deals Hiring - Bangalore,PwC Acceleration Center India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/frontend-developer-%E2%80%93-deals-hiring-bangalore-at-pwc-acceleration-center-india-4267412666,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer,Birla Opus,"Maharashtra, India",https://in.linkedin.com/jobs/view/full-stack-developer-at-birla-opus-4233340618,Not specified,Not specified,6 days ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer,Persistent Systems,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-at-persistent-systems-4205909191,Not specified,Not specified,1 day ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer SDE 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde-1-at-nxtwave-4275076258,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer - SDE1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde1-at-nxtwave-4253470249,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Full Stack Software Developer,Rolls-Royce,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/full-stack-software-developer-at-rolls-royce-4283906733,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Software Engineer II(Fullstack Developer),Microsoft,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-ii-fullstack-developer-at-microsoft-4277623604,Not specified,Not specified,20 hours ago,go,software_development,2025-08-20,LinkedIn
NodeJS Developer,DIAGNAL,"Thiruvananthapuram, Kerala, India",https://in.linkedin.com/jobs/view/nodejs-developer-at-diagnal-4166269971,Not specified,Not specified,5 months ago,go,software_development,2025-08-20,LinkedIn
NodeJS Developer,Jugnoo,"Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/nodejs-developer-at-jugnoo-4166272706,Not specified,Not specified,5 months ago,go,software_development,2025-08-20,LinkedIn
Software Developer -1 ( Full Stack),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-developer-1-full-stack-at-nxtwave-4281548573,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer - 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-1-at-nxtwave-4255534582,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer - 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-1-at-nxtwave-4282493197,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Full Stack Engineer,Deloitte,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/full-stack-engineer-at-deloitte-4285503967,Not specified,Not specified,1 day ago,go,software_development,2025-08-20,LinkedIn
SDE-1 Full Stack Developer,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/sde-1-full-stack-developer-at-nxtwave-4262362507,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer SDE 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde-1-at-nxtwave-4275088098,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Software Developer Engineer -1 (Full Stack),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-developer-engineer-1-full-stack-at-nxtwave-4257350699,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Angular Developer,Infosys,"Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/angular-developer-at-infosys-4273043311,Not specified,Not specified,2 weeks ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Frontend Developer,EaseMyTrip.com,"Gautam Buddha Nagar, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/angular-frontend-developer-at-easemytrip-com-3978690070,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Cyberium Inc,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/angular-developer-at-cyberium-inc-4167583691,Not specified,Not specified,5 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Interesting Job Opportunity: Angular Developer - TypeScript,Indian Institute of Science (IISc),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/interesting-job-opportunity-angular-developer-typescript-at-indian-institute-of-science-iisc-4264290466,Not specified,Not specified,1 month ago,"angular, typescript, go",software_development,2025-08-20,LinkedIn
Angular JS Developer,Persistent Systems,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/angular-js-developer-at-persistent-systems-4205905661,Not specified,Not specified,3 days ago,"angular, go",software_development,2025-08-20,LinkedIn
ANGULAR DEVELOPER,Terralogic,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/angular-developer-at-terralogic-4185458162,Not specified,Not specified,5 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular JS Developer,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/angular-js-developer-at-persistent-systems-4205910087,Not specified,Not specified,3 days ago,"angular, go",software_development,2025-08-20,LinkedIn
Front End Developer (Angular),NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/front-end-developer-angular-at-netapp-4278257905,Not specified,Not specified,2 weeks ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular JS Developer,Persistent Systems,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/angular-js-developer-at-persistent-systems-4205907474,Not specified,Not specified,2 days ago,"angular, go",software_development,2025-08-20,LinkedIn
Frontend Developer for GenAI (Angular),Schaeffler,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/frontend-developer-for-genai-angular-at-schaeffler-4268570683,Not specified,Not specified,6 days ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,SKO Systems India,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/angular-developer-at-sko-systems-india-4141499168,Not specified,Not specified,6 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Senior Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/angular-senior-developer-at-infosys-4270058015,Not specified,Not specified,2 weeks ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,TVS Next,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/angular-developer-at-tvs-next-4248323457,Not specified,Not specified,2 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Impelsys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-at-impelsys-4086416203,Not specified,Not specified,8 months ago,"angular, go",software_development,2025-08-20,LinkedIn
"Staff Software Engineer, Front End, FrontRow",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/staff-software-engineer-front-end-frontrow-at-google-4262154367,Not specified,Not specified,1 day ago,go,software_development,2025-08-20,LinkedIn
"Angular Developer (HTML, CSS, JavaScript & REST API Integration)",Synechron,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-html-css-javascript-rest-api-integration-at-synechron-4281301760,Not specified,Not specified,1 week ago,"javascript, html, java, angular, css, go",software_development,2025-08-20,LinkedIn
Angular Developer,Hotelogix,"Gautam Buddha Nagar, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/angular-developer-at-hotelogix-4163021901,Not specified,Not specified,5 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Quantsapp,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/angular-developer-at-quantsapp-4221526817,Not specified,Not specified,3 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Agile Labs,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-at-agile-labs-4250494361,Not specified,Not specified,2 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Senior Developer,Infosys,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/angular-senior-developer-at-infosys-4257029971,Not specified,Not specified,2 weeks ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,InnoWave,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-at-innowave-4282004067,Not specified,Not specified,1 week ago,"angular, go",software_development,2025-08-20,LinkedIn
JUNIOR ANGULAR DEVELOPER,Cueserve Inc,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/junior-angular-developer-at-cueserve-inc-4048228988,Not specified,Not specified,10 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Nile Technologies Pvt. Limited.,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/angular-developer-at-nile-technologies-pvt-limited-4048228199,Not specified,Not specified,10 months ago,"angular, go",software_development,2025-08-20,LinkedIn
UI / Front end Developer(AngularJS),Infocom Software Pvt. Ltd.,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/ui-front-end-developer-angularjs-at-infocom-software-pvt-ltd-4176743778,Not specified,Not specified,5 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,VAYUZ Technologies,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/angular-developer-at-vayuz-technologies-3930484838,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,YuktaMedia,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/angular-developer-at-yuktamedia-4048233062,Not specified,Not specified,10 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer - Javascript Frameworks,Beinex,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/angular-developer-javascript-frameworks-at-beinex-4264290484,Not specified,Not specified,1 month ago,"angular, go, javascript, java",software_development,2025-08-20,LinkedIn
Web Developer (HTML templates),NETSACH GLOBAL,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/web-developer-html-templates-at-netsach-global-4177746250,Not specified,Not specified,5 months ago,"html, go",software_development,2025-08-20,LinkedIn
Frontend Engineer (Angular),Kodo,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/frontend-engineer-angular-at-kodo-4257340132,Not specified,Not specified,2 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular JS Developer,Clover Infotech,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/angular-js-developer-at-clover-infotech-4091552479,Not specified,Not specified,8 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,TriState Technology,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/angular-developer-at-tristate-technology-4074125816,Not specified,Not specified,9 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular JS Developer,WovV Technologies,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/angular-js-developer-at-wovv-technologies-4113602307,Not specified,Not specified,7 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Front End Developer,SySpree Digital,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/angular-front-end-developer-at-syspree-digital-3627615953,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Frontend Developer (Angular (mandatory) + React),1Tab,"Delhi, India",https://in.linkedin.com/jobs/view/frontend-developer-angular-mandatory-%2B-react-at-1tab-4166274222,Not specified,Not specified,5 months ago,"angular, react, go",software_development,2025-08-20,LinkedIn
Angular Developer,VAYUZ Technologies,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/angular-developer-at-vayuz-technologies-3936818918,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Cloudesign,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/angular-developer-at-cloudesign-4200256251,Not specified,Not specified,4 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Senior Developer,Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/angular-senior-developer-at-infosys-4273269126,Not specified,Not specified,2 weeks ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular developer - Udaipur/Remote,"Advaiya Solutions, Inc","Udaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/angular-developer-udaipur-remote-at-advaiya-solutions-inc-4256086187,Not specified,Not specified,1 month ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Edfora,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/angular-developer-at-edfora-4259242298,Not specified,Not specified,1 month ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,(UniCourt India) Mangalore Infotech Solutions Private Limited,"Nanjangud, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-at-unicourt-india-mangalore-infotech-solutions-private-limited-4192937032,Not specified,Not specified,4 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Frontend Engineer (Angular),Pocketpills,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/frontend-engineer-angular-at-pocketpills-4259096577,Not specified,Not specified,1 month ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Digitalshakha,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-at-digitalshakha-3627617089,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Zeus Learning,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/angular-developer-at-zeus-learning-3627616580,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Quokka Labs,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/angular-developer-at-quokka-labs-3627612951,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Frontend (Angular) Developer,ZipBooks Software Solutions Pvt. Ltd,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/frontend-angular-developer-at-zipbooks-software-solutions-pvt-ltd-4087298262,Not specified,Not specified,8 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Techasoft Pvt Ltd,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-at-techasoft-pvt-ltd-4048224655,Not specified,Not specified,10 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Frontend Developer - Angular,CloudFeather Games,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/frontend-developer-angular-at-cloudfeather-games-3627621301,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Angular frontend developer,GAMASOME,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/angular-frontend-developer-at-gamasome-4166269968,Not specified,Not specified,5 months ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,Policybazaar.com,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/angular-developer-at-policybazaar-com-4279460224,Not specified,Not specified,1 week ago,"angular, go",software_development,2025-08-20,LinkedIn
Angular Developer,DeepByte Technology,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/angular-developer-at-deepbyte-technology-3627618290,Not specified,Not specified,Not specified,"angular, go",software_development,2025-08-20,LinkedIn
Vue JS Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/vue-js-developer-at-infosys-4272454322,Not specified,Not specified,2 weeks ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.Js Developer,Victrix Inc.,India,https://in.linkedin.com/jobs/view/vue-js-developer-at-victrix-inc-4257194302,Not specified,Not specified,1 month ago,"vue, go",software_development,2025-08-20,LinkedIn
Junior Vue.js Dev (Frontend),Starlink Qatar,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/junior-vue-js-dev-frontend-at-starlink-qatar-4268323759,Not specified,Not specified,4 weeks ago,"vue, go",other,2025-08-20,LinkedIn
Vue.Js Frontend Developer,Benthon Labs,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/vue-js-frontend-developer-at-benthon-labs-4168633860,Not specified,Not specified,5 months ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.JS Developer,HCLTech,India,https://in.linkedin.com/jobs/view/vue-js-developer-at-hcltech-4271284661,Not specified,Not specified,3 weeks ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.JS Developer,Riosis Private Limited,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/vue-js-developer-at-riosis-private-limited-4208216479,Not specified,Not specified,4 months ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.js Developer,Alian Software,"Daskroi, Gujarat, India",https://in.linkedin.com/jobs/view/vue-js-developer-at-alian-software-4199197776,Not specified,Not specified,4 months ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.JS Developer,BIGSCAL TECHNOLOGIES Pvt. Ltd.,"Surat, Gujarat, India",https://in.linkedin.com/jobs/view/vue-js-developer-at-bigscal-technologies-pvt-ltd-4234217053,Not specified,Not specified,3 months ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.js Developer (with Tailwind CSS expertise) - Work From Office - Internship,Brainybuzz Solution,"Ghaziabad, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/vue-js-developer-with-tailwind-css-expertise-work-from-office-internship-at-brainybuzz-solution-4288007088,Not specified,Not specified,1 day ago,"vue, tailwind, css, go",software_development,2025-08-20,LinkedIn
Frontend Developer / Vue.JS Developer,Delibo,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/frontend-developer-vue-js-developer-at-delibo-4280781366,Not specified,Not specified,2 weeks ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.js Developer (with Tailwind CSS expertise) - WFH - Internship,Brainybuzz Solution,India,https://in.linkedin.com/jobs/view/vue-js-developer-with-tailwind-css-expertise-wfh-internship-at-brainybuzz-solution-4288006261,Not specified,Not specified,1 day ago,"vue, tailwind, css, go",software_development,2025-08-20,LinkedIn
"VUEJS DEVELOPER
(EXP 2 – 4 YEARS)",Betasoft Solutions Pvt. Ltd.,"Sahibzada Ajit Singh Nagar, Punjab, India",https://in.linkedin.com/jobs/view/vuejs-developer%0A-exp-2-%E2%80%93-4-years-at-betasoft-solutions-pvt-ltd-4285701926,Not specified,Not specified,5 days ago,"vue, go",software_development,2025-08-20,LinkedIn
Vue.js Developers,Chiselon Technologies Private Limited,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/vue-js-developers-at-chiselon-technologies-private-limited-4212422690,Not specified,Not specified,4 months ago,"vue, go",software_development,2025-08-20,LinkedIn
Developer - Frontend (Job ID - 2234),KANINI,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/developer-frontend-job-id-2234-at-kanini-4213248553,Not specified,Not specified,4 months ago,go,software_development,2025-08-20,LinkedIn
Mid UI Developer (Vue),QuinStreet,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/mid-ui-developer-vue-at-quinstreet-4233591964,Not specified,Not specified,2 days ago,"vue, go",software_development,2025-08-20,LinkedIn
Front End Developer(Vue JS),Somnetics (Som Imaging Informatics Pvt. Ltd.),"Kolkata, West Bengal, India",https://in.linkedin.com/jobs/view/front-end-developer-vue-js-at-somnetics-som-imaging-informatics-pvt-ltd-4124741392,Not specified,Not specified,7 months ago,"vue, go",software_development,2025-08-20,LinkedIn
DBT developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/dbt-developer-at-infosys-4276868204,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Vue.js Developer,SourcingXPress,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/vue-js-developer-at-sourcingxpress-4269677548,Not specified,Not specified,2 weeks ago,"vue, go",software_development,2025-08-20,LinkedIn
Revit Developer,nCircle Tech Careers,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/revit-developer-at-ncircle-tech-careers-4287947354,Not specified,Not specified,1 day ago,go,software_development,2025-08-20,LinkedIn
SysTools - Vue.js Developer - Javascript,SysTools Software Pvt Ltd,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/systools-vue-js-developer-javascript-at-systools-software-pvt-ltd-4268810580,Not specified,Not specified,1 month ago,"vue, go, javascript, java",software_development,2025-08-20,LinkedIn
"Flutter Developers E I, EII (3-5 yrs)",Landmark Group,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/flutter-developers%C2%A0e-i-eii-3-5-yrs-at-landmark-group-4112935787,Not specified,Not specified,7 months ago,go,software_development,2025-08-20,LinkedIn
Webflow Developer (Mid-level),Tequity,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/webflow-developer-mid-level-at-tequity-4288004566,Not specified,Not specified,1 day ago,go,software_development,2025-08-20,LinkedIn
Sketch Brahma Technologies - React Native Developer - Mobile App Designing,Sketch Brahma Technologies,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sketch-brahma-technologies-react-native-developer-mobile-app-designing-at-sketch-brahma-technologies-4252090288,Not specified,Not specified,2 months ago,"react, go",software_development,2025-08-20,LinkedIn
User Interface Software Engineer – Vue JS,S&P Global,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/user-interface-software-engineer-%E2%80%93-vue-js-at-s-p-global-4247129900,Not specified,Not specified,5 days ago,"vue, go",software_development,2025-08-20,LinkedIn
Wed developer,Virtusa,"Andhra Pradesh, India",https://in.linkedin.com/jobs/view/wed-developer-at-virtusa-4284786472,Not specified,Not specified,2 days ago,go,software_development,2025-08-20,LinkedIn
Frontend(UI) Developer,Maieutic Semiconductors,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/frontend-ui-developer-at-maieutic-semiconductors-4238037674,Not specified,Not specified,2 months ago,go,software_development,2025-08-20,LinkedIn
Frontend Developer,Credera,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/frontend-developer-at-credera-4280767466,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
STIBO STEP Developer (4–7 Years Experience),Nexer Group,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/stibo-step-developer-4%E2%80%937-years-experience-at-nexer-group-4270226932,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Developer,Deloitte,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/developer-at-deloitte-4278254082,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
ERPNext Developer-ERPN1,Extension Technologies,"Faridabad, Haryana, India",https://in.linkedin.com/jobs/view/erpnext-developer-erpn1-at-extension-technologies-4142493545,Not specified,Not specified,6 months ago,go,software_development,2025-08-20,LinkedIn
ERPNext Developer-ERPN1,Extension Technologies,"Faridabad, Haryana, India",https://in.linkedin.com/jobs/view/erpnext-developer-erpn1-at-extension-technologies-4142495419,Not specified,Not specified,6 months ago,go,software_development,2025-08-20,LinkedIn
YANG developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/yang-developer-at-infosys-4258331814,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
DBT Developer,Capco,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/dbt-developer-at-capco-4284069861,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Bombay Design Centre - Shopify Developer,BOMBAYDC,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/bombay-design-centre-shopify-developer-at-bombaydc-4275506974,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
